model,method,dataset,task,augmentation_rate,tsed_score,bert_score
openai,synonym,newleetcode.json,Q00007,0.0,0.5931914893617025,0.9905244708061218
openai,synonym,newleetcode.json,Q00007,0.0,0.7149468085106385,0.9932414293289185
openai,synonym,newleetcode.json,Q00007,0.0,0.7100425531914893,0.9935480356216431
openai,synonym,newleetcode.json,Q00007,0.0,0.5931914893617025,0.9905244708061218
openai,synonym,newleetcode.json,Q00007,0.0,0.7149468085106385,0.9932414293289185
openai,synonym,newleetcode.json,Q00007,0.05,,
openai,synonym,newleetcode.json,Q00007,0.05,,
openai,synonym,newleetcode.json,Q00007,0.05,,
openai,synonym,newleetcode.json,Q00007,0.05,,
openai,synonym,newleetcode.json,Q00007,0.05,,
openai,synonym,newleetcode.json,Q00007,0.1,0.48800000000000016,0.9832108616828918
openai,synonym,newleetcode.json,Q00007,0.1,0.48800000000000016,0.9806787371635437
openai,synonym,newleetcode.json,Q00007,0.1,0.48800000000000016,0.9806787371635437
openai,synonym,newleetcode.json,Q00007,0.1,0.48800000000000016,0.9832108616828918
openai,synonym,newleetcode.json,Q00007,0.1,0.48800000000000016,0.9806787371635437
openai,synonym,newleetcode.json,Q00007,0.15,,
openai,synonym,newleetcode.json,Q00007,0.15,,
openai,synonym,newleetcode.json,Q00007,0.15,,
openai,synonym,newleetcode.json,Q00007,0.15,,
openai,synonym,newleetcode.json,Q00007,0.15,,
openai,synonym,newleetcode.json,Q00007,0.2,0.4907814435766228,0.983148455619812
openai,synonym,newleetcode.json,Q00007,0.2,0.4907814435766228,0.983148455619812
openai,synonym,newleetcode.json,Q00007,0.2,0.4907814435766228,0.983148455619812
openai,synonym,newleetcode.json,Q00007,0.2,0.4907814435766228,0.983148455619812
openai,synonym,newleetcode.json,Q00007,0.2,0.4907814435766228,0.983148455619812
openai,synonym,newleetcode.json,Q00007,0.25,,
openai,synonym,newleetcode.json,Q00007,0.25,,
openai,synonym,newleetcode.json,Q00007,0.25,,
openai,synonym,newleetcode.json,Q00007,0.25,,
openai,synonym,newleetcode.json,Q00007,0.25,,
openai,synonym,newleetcode.json,Q00007,0.3,0.43254901960784337,0.9788644909858704
openai,synonym,newleetcode.json,Q00007,0.3,0.4279245283018872,0.9782750010490417
openai,synonym,newleetcode.json,Q00007,0.3,0.46979591836734713,0.9803722500801086
openai,synonym,newleetcode.json,Q00007,0.3,0.4279245283018872,0.9782750010490417
openai,synonym,newleetcode.json,Q00007,0.3,0.4279245283018872,0.9782750010490417
openai,synonym,newleetcode.json,Q00007,0.35,,
openai,synonym,newleetcode.json,Q00007,0.35,,
openai,synonym,newleetcode.json,Q00007,0.35,,
openai,synonym,newleetcode.json,Q00007,0.35,,
openai,synonym,newleetcode.json,Q00007,0.35,,
openai,synonym,newleetcode.json,Q00007,0.4,0.3990869916509562,0.9765228033065796
openai,synonym,newleetcode.json,Q00007,0.4,0.3990869916509562,0.9765228033065796
openai,synonym,newleetcode.json,Q00007,0.4,0.3990869916509562,0.9765228033065796
openai,synonym,newleetcode.json,Q00007,0.4,0.3990869916509562,0.9765228033065796
openai,synonym,newleetcode.json,Q00007,0.4,0.3990869916509562,0.9765228033065796
openai,synonym,newleetcode.json,Q00007,0.45,,
openai,synonym,newleetcode.json,Q00007,0.45,,
openai,synonym,newleetcode.json,Q00007,0.45,,
openai,synonym,newleetcode.json,Q00007,0.45,,
openai,synonym,newleetcode.json,Q00007,0.45,,
openai,synonym,newleetcode.json,Q00007,0.5,0.5194755071746662,0.9809653162956238
openai,synonym,newleetcode.json,Q00007,0.5,0.45729719903043353,0.9836117029190063
openai,synonym,newleetcode.json,Q00007,0.5,0.5194755071746662,0.9802985191345215
openai,synonym,newleetcode.json,Q00007,0.5,0.5916000000000001,0.9828012585639954
openai,synonym,newleetcode.json,Q00007,0.5,0.4798057354301573,0.978202223777771
openai,synonym,newleetcode.json,Q00007,0.55,,
openai,synonym,newleetcode.json,Q00007,0.55,,
openai,synonym,newleetcode.json,Q00007,0.55,,
openai,synonym,newleetcode.json,Q00007,0.55,,
openai,synonym,newleetcode.json,Q00007,0.55,,
openai,synonym,newleetcode.json,Q00007,0.6,0.4280721788311338,0.9840123057365417
openai,synonym,newleetcode.json,Q00007,0.6,0.405195933207649,0.9862239956855774
openai,synonym,newleetcode.json,Q00007,0.6,0.405195933207649,0.9862239956855774
openai,synonym,newleetcode.json,Q00007,0.6,0.405195933207649,0.9862239956855774
openai,synonym,newleetcode.json,Q00007,0.6,0.4280721788311338,0.984012246131897
openai,synonym,newleetcode.json,Q00007,0.65,,
openai,synonym,newleetcode.json,Q00007,0.65,,
openai,synonym,newleetcode.json,Q00007,0.65,,
openai,synonym,newleetcode.json,Q00007,0.65,,
openai,synonym,newleetcode.json,Q00007,0.65,,
openai,synonym,newleetcode.json,Q00007,0.7,0.41865526528413693,0.9791375994682312
openai,synonym,newleetcode.json,Q00007,0.7,0.41865526528413693,0.9791666269302368
openai,synonym,newleetcode.json,Q00007,0.7,0.463810665230272,0.9844363927841187
openai,synonym,newleetcode.json,Q00007,0.7,0.463810665230272,0.9844363927841187
openai,synonym,newleetcode.json,Q00007,0.7,0.4280721788311338,0.9855901002883911
openai,synonym,newleetcode.json,Q00007,0.75,,
openai,synonym,newleetcode.json,Q00007,0.75,,
openai,synonym,newleetcode.json,Q00007,0.75,,
openai,synonym,newleetcode.json,Q00007,0.75,,
openai,synonym,newleetcode.json,Q00007,0.75,,
openai,synonym,newleetcode.json,Q00007,0.8,0.34597402597402666,0.9693225026130676
openai,synonym,newleetcode.json,Q00007,0.8,0.4420986460348164,0.9747062921524048
openai,synonym,newleetcode.json,Q00007,0.8,0.3080701754385977,0.9724268913269043
openai,synonym,newleetcode.json,Q00007,0.8,0.27702857142857257,0.9740136861801147
openai,synonym,newleetcode.json,Q00007,0.8,0.2883615819209051,0.9739103317260742
openai,synonym,newleetcode.json,Q00007,0.85,,
openai,synonym,newleetcode.json,Q00007,0.85,,
openai,synonym,newleetcode.json,Q00007,0.85,,
openai,synonym,newleetcode.json,Q00007,0.85,,
openai,synonym,newleetcode.json,Q00007,0.85,,
openai,synonym,newleetcode.json,Q00007,0.9,0.38232278481012666,0.9761766195297241
openai,synonym,newleetcode.json,Q00007,0.9,0.38232278481012666,0.976540207862854
openai,synonym,newleetcode.json,Q00007,0.9,0.4169369369369373,0.9749380350112915
openai,synonym,newleetcode.json,Q00007,0.9,0.5196396396396394,0.9794503450393677
openai,synonym,newleetcode.json,Q00007,0.9,0.5967567567567567,0.9839335680007935
openai,synonym,newleetcode.json,Q00007,0.95,,
openai,synonym,newleetcode.json,Q00007,0.95,,
openai,synonym,newleetcode.json,Q00007,0.95,,
openai,synonym,newleetcode.json,Q00007,0.95,,
openai,synonym,newleetcode.json,Q00007,0.95,,
openai,synonym,newleetcode.json,Q00007,1.0,0.4170114462698627,0.9827958345413208
