model,method,dataset,task,augmentation_rate,tsed_score,bert_score
llama,keyboard,newleetcode.json,Q00012,0.0,0.9205298013245035,0.997333824634552
llama,keyboard,newleetcode.json,Q00012,0.0,0.6699408388520973,0.9927769899368286
llama,keyboard,newleetcode.json,Q00012,0.0,0.9205298013245035,0.997333824634552
llama,keyboard,newleetcode.json,Q00012,0.0,0.9205298013245035,0.9971540570259094
llama,keyboard,newleetcode.json,Q00012,0.0,0.914239293598234,0.9966607093811035
llama,keyboard,newleetcode.json,Q00012,0.05,,
llama,keyboard,newleetcode.json,Q00012,0.05,,
llama,keyboard,newleetcode.json,Q00012,0.05,,
llama,keyboard,newleetcode.json,Q00012,0.05,,
llama,keyboard,newleetcode.json,Q00012,0.05,,
llama,keyboard,newleetcode.json,Q00012,0.1,0.6564841592448811,0.9897429347038269
llama,keyboard,newleetcode.json,Q00012,0.1,0.5435064931110605,0.9895426034927368
llama,keyboard,newleetcode.json,Q00012,0.1,0.5409582705336076,0.9865886569023132
llama,keyboard,newleetcode.json,Q00012,0.1,0.8051612903225805,0.9927339553833008
llama,keyboard,newleetcode.json,Q00012,0.1,0.8051612903225805,0.9927339553833008
llama,keyboard,newleetcode.json,Q00012,0.15,,
llama,keyboard,newleetcode.json,Q00012,0.15,,
llama,keyboard,newleetcode.json,Q00012,0.15,,
llama,keyboard,newleetcode.json,Q00012,0.15,,
llama,keyboard,newleetcode.json,Q00012,0.15,,
llama,keyboard,newleetcode.json,Q00012,0.2,0.5590001238744104,0.984618067741394
llama,keyboard,newleetcode.json,Q00012,0.2,0.6428067502234872,0.9913703799247742
llama,keyboard,newleetcode.json,Q00012,0.2,0.6428067502234872,0.9913703799247742
llama,keyboard,newleetcode.json,Q00012,0.2,0.6428067502234872,0.9913703799247742
llama,keyboard,newleetcode.json,Q00012,0.2,0.6428067502234872,0.9913703799247742
llama,keyboard,newleetcode.json,Q00012,0.25,,
llama,keyboard,newleetcode.json,Q00012,0.25,,
llama,keyboard,newleetcode.json,Q00012,0.25,,
llama,keyboard,newleetcode.json,Q00012,0.25,,
llama,keyboard,newleetcode.json,Q00012,0.25,,
llama,keyboard,newleetcode.json,Q00012,0.3,0.5707486919355597,0.9878509640693665
llama,keyboard,newleetcode.json,Q00012,0.3,0.5584113876836415,0.9879620671272278
llama,keyboard,newleetcode.json,Q00012,0.3,0.4272164948453615,0.9850063323974609
llama,keyboard,newleetcode.json,Q00012,0.3,0.4272164948453615,0.9850063323974609
llama,keyboard,newleetcode.json,Q00012,0.3,0.4272164948453615,0.9850063323974609
llama,keyboard,newleetcode.json,Q00012,0.35,,
llama,keyboard,newleetcode.json,Q00012,0.35,,
llama,keyboard,newleetcode.json,Q00012,0.35,,
llama,keyboard,newleetcode.json,Q00012,0.35,,
llama,keyboard,newleetcode.json,Q00012,0.35,,
llama,keyboard,newleetcode.json,Q00012,0.4,0.5205742273730685,0.9772855639457703
llama,keyboard,newleetcode.json,Q00012,0.4,0.6157632640633326,0.9883615374565125
llama,keyboard,newleetcode.json,Q00012,0.4,0.5319367825607064,0.978053092956543
llama,keyboard,newleetcode.json,Q00012,0.4,0.5205742273730685,0.9772855639457703
llama,keyboard,newleetcode.json,Q00012,0.4,0.5205742273730685,0.9772855639457703
llama,keyboard,newleetcode.json,Q00012,0.45,,
llama,keyboard,newleetcode.json,Q00012,0.45,,
llama,keyboard,newleetcode.json,Q00012,0.45,,
llama,keyboard,newleetcode.json,Q00012,0.45,,
llama,keyboard,newleetcode.json,Q00012,0.45,,
llama,keyboard,newleetcode.json,Q00012,0.5,0.38659779249448134,0.9805418848991394
llama,keyboard,newleetcode.json,Q00012,0.5,0.2860908874789672,0.9783424139022827
llama,keyboard,newleetcode.json,Q00012,0.5,0.30857142857142905,0.9774566888809204
llama,keyboard,newleetcode.json,Q00012,0.5,0.5910573494709599,0.9816672205924988
llama,keyboard,newleetcode.json,Q00012,0.5,0.45027141805949744,0.9822717905044556
llama,keyboard,newleetcode.json,Q00012,0.55,,
llama,keyboard,newleetcode.json,Q00012,0.55,,
llama,keyboard,newleetcode.json,Q00012,0.55,,
llama,keyboard,newleetcode.json,Q00012,0.55,,
llama,keyboard,newleetcode.json,Q00012,0.55,,
