model,method,dataset,task,augmentation_rate,tsed_score,bert_score
llama,keyboard,newleetcode.json,Q00011,0.0,0.5819280792324906,0.9863635897636414
llama,keyboard,newleetcode.json,Q00011,0.0,0.696415637261466,0.9928317070007324
llama,keyboard,newleetcode.json,Q00011,0.0,0.7039868509241927,0.9921272397041321
llama,keyboard,newleetcode.json,Q00011,0.0,0.692158965132823,0.9930346608161926
llama,keyboard,newleetcode.json,Q00011,0.0,0.5117426273458423,0.9881818890571594
llama,keyboard,newleetcode.json,Q00011,0.05,,
llama,keyboard,newleetcode.json,Q00011,0.05,,
llama,keyboard,newleetcode.json,Q00011,0.05,,
llama,keyboard,newleetcode.json,Q00011,0.05,,
llama,keyboard,newleetcode.json,Q00011,0.05,,
llama,keyboard,newleetcode.json,Q00011,0.1,0.7039868509241927,0.9921700358390808
llama,keyboard,newleetcode.json,Q00011,0.1,0.7039868509241927,0.9917815327644348
llama,keyboard,newleetcode.json,Q00011,0.1,0.7039868509241927,0.9924408197402954
llama,keyboard,newleetcode.json,Q00011,0.1,0.7039868509241927,0.9924408197402954
llama,keyboard,newleetcode.json,Q00011,0.1,0.5819280792324906,0.9858358502388
llama,keyboard,newleetcode.json,Q00011,0.15,,
llama,keyboard,newleetcode.json,Q00011,0.15,,
llama,keyboard,newleetcode.json,Q00011,0.15,,
llama,keyboard,newleetcode.json,Q00011,0.15,,
llama,keyboard,newleetcode.json,Q00011,0.15,,
llama,keyboard,newleetcode.json,Q00011,0.2,0.5294922268244373,0.9839664697647095
llama,keyboard,newleetcode.json,Q00011,0.2,0.5594357937675352,0.9857996702194214
llama,keyboard,newleetcode.json,Q00011,0.2,0.5549112273351164,0.9872505068778992
llama,keyboard,newleetcode.json,Q00011,0.2,0.5549112273351164,0.9872505068778992
llama,keyboard,newleetcode.json,Q00011,0.2,0.5545974263844009,0.9837091565132141
llama,keyboard,newleetcode.json,Q00011,0.25,,
llama,keyboard,newleetcode.json,Q00011,0.25,,
llama,keyboard,newleetcode.json,Q00011,0.25,,
llama,keyboard,newleetcode.json,Q00011,0.25,,
llama,keyboard,newleetcode.json,Q00011,0.25,,
llama,keyboard,newleetcode.json,Q00011,0.3,0.633553345169448,0.9904931783676147
llama,keyboard,newleetcode.json,Q00011,0.3,0.46494118068868956,0.9868428111076355
llama,keyboard,newleetcode.json,Q00011,0.3,0.492043918632629,0.9867688417434692
llama,keyboard,newleetcode.json,Q00011,0.3,0.5381139315494876,0.9862764477729797
llama,keyboard,newleetcode.json,Q00011,0.3,0.5381139315494876,0.9862764477729797
llama,keyboard,newleetcode.json,Q00011,0.35,,
llama,keyboard,newleetcode.json,Q00011,0.35,,
llama,keyboard,newleetcode.json,Q00011,0.35,,
llama,keyboard,newleetcode.json,Q00011,0.35,,
llama,keyboard,newleetcode.json,Q00011,0.35,,
llama,keyboard,newleetcode.json,Q00011,0.4,0.3397542148730594,0.9782439470291138
llama,keyboard,newleetcode.json,Q00011,0.4,0.5474332343721302,0.9813104867935181
llama,keyboard,newleetcode.json,Q00011,0.4,0.39670259041599387,0.9783697128295898
llama,keyboard,newleetcode.json,Q00011,0.4,0.3799005135824802,0.9751330614089966
llama,keyboard,newleetcode.json,Q00011,0.4,0.3733630208570005,0.9728118181228638
llama,keyboard,newleetcode.json,Q00011,0.45,,
llama,keyboard,newleetcode.json,Q00011,0.45,,
llama,keyboard,newleetcode.json,Q00011,0.45,,
llama,keyboard,newleetcode.json,Q00011,0.45,,
llama,keyboard,newleetcode.json,Q00011,0.45,,
llama,keyboard,newleetcode.json,Q00011,0.5,0.2891529717782736,0.9709833264350891
llama,keyboard,newleetcode.json,Q00011,0.5,0.29488556644296354,0.9776993989944458
llama,keyboard,newleetcode.json,Q00011,0.5,0.3301272918817877,0.9716358184814453
llama,keyboard,newleetcode.json,Q00011,0.5,0.282797419571046,0.9689887762069702
llama,keyboard,newleetcode.json,Q00011,0.5,0.282797419571046,0.9689887762069702
llama,keyboard,newleetcode.json,Q00011,0.55,,
llama,keyboard,newleetcode.json,Q00011,0.55,,
llama,keyboard,newleetcode.json,Q00011,0.55,,
llama,keyboard,newleetcode.json,Q00011,0.55,,
llama,keyboard,newleetcode.json,Q00011,0.55,,
llama,keyboard,newleetcode.json,Q00011,0.6,0.36149077029623167,0.9720150232315063
llama,keyboard,newleetcode.json,Q00011,0.6,0.3579230274965105,0.967319130897522
llama,keyboard,newleetcode.json,Q00011,0.6,0.3257979748742606,0.9676855206489563
llama,keyboard,newleetcode.json,Q00011,0.6,0.3257979748742606,0.9676855206489563
llama,keyboard,newleetcode.json,Q00011,0.6,0.35155916079056126,0.9713932871818542
llama,keyboard,newleetcode.json,Q00011,0.65,,
llama,keyboard,newleetcode.json,Q00011,0.65,,
llama,keyboard,newleetcode.json,Q00011,0.65,,
llama,keyboard,newleetcode.json,Q00011,0.65,,
llama,keyboard,newleetcode.json,Q00011,0.65,,
llama,keyboard,newleetcode.json,Q00011,0.7,0.3399543159351626,0.9715598821640015
llama,keyboard,newleetcode.json,Q00011,0.7,0.27986574064300973,0.9657284617424011
llama,keyboard,newleetcode.json,Q00011,0.7,0.3371856921123189,0.9735468029975891
llama,keyboard,newleetcode.json,Q00011,0.7,0.26783808728519337,0.9687596559524536
llama,keyboard,newleetcode.json,Q00011,0.7,0.27146581855827956,0.967385470867157
llama,keyboard,newleetcode.json,Q00011,0.75,,
llama,keyboard,newleetcode.json,Q00011,0.75,,
llama,keyboard,newleetcode.json,Q00011,0.75,,
llama,keyboard,newleetcode.json,Q00011,0.75,,
llama,keyboard,newleetcode.json,Q00011,0.75,,
llama,keyboard,newleetcode.json,Q00011,0.8,0.2819674375250536,0.9694968461990356
llama,keyboard,newleetcode.json,Q00011,0.8,0.2819674375250536,0.970202624797821
llama,keyboard,newleetcode.json,Q00011,0.8,0.2398421290207436,0.9703817367553711
llama,keyboard,newleetcode.json,Q00011,0.8,0.28683409649002173,0.9716154336929321
llama,keyboard,newleetcode.json,Q00011,0.8,0.34876874193228097,0.973454475402832
llama,keyboard,newleetcode.json,Q00011,0.85,,
llama,keyboard,newleetcode.json,Q00011,0.85,,
llama,keyboard,newleetcode.json,Q00011,0.85,,
llama,keyboard,newleetcode.json,Q00011,0.85,,
llama,keyboard,newleetcode.json,Q00011,0.85,,
llama,keyboard,newleetcode.json,Q00011,0.9,0.2694824924851738,0.9681927561759949
llama,keyboard,newleetcode.json,Q00011,0.9,0.2860920328280904,0.974642276763916
llama,keyboard,newleetcode.json,Q00011,0.9,0.31395232623880703,0.9694055318832397
llama,keyboard,newleetcode.json,Q00011,0.9,0.31118628209511173,0.9679538011550903
llama,keyboard,newleetcode.json,Q00011,0.9,0.31118628209511173,0.9679538011550903
llama,keyboard,newleetcode.json,Q00011,0.95,,
llama,keyboard,newleetcode.json,Q00011,0.95,,
llama,keyboard,newleetcode.json,Q00011,0.95,,
llama,keyboard,newleetcode.json,Q00011,0.95,,
llama,keyboard,newleetcode.json,Q00011,0.95,,
llama,keyboard,newleetcode.json,Q00011,1.0,0.22502043265019825,0.9710472822189331
llama,keyboard,newleetcode.json,Q00011,1.0,0.21142140865337405,0.9627487063407898
llama,keyboard,newleetcode.json,Q00011,1.0,0.21142140865337405,0.9650436639785767
llama,keyboard,newleetcode.json,Q00011,1.0,0.2659982681046803,0.9710346460342407
llama,keyboard,newleetcode.json,Q00011,1.0,0.3172281889945884,0.9714723825454712
