model,method,dataset,task,augmentation_rate,tsed_score,bert_score
llama,paraphraser,newleetcode.json,Q00019,0.0,0.6280649080180492,0.993769645690918
llama,paraphraser,newleetcode.json,Q00019,0.0,0.8070710401480969,0.9964962005615234
llama,paraphraser,newleetcode.json,Q00019,0.0,0.8070710401480969,0.9964962005615234
llama,paraphraser,newleetcode.json,Q00019,0.0,0.540746268656716,0.9901143908500671
llama,paraphraser,newleetcode.json,Q00019,0.0,0.8070710401480969,0.9964962005615234
llama,paraphraser,newleetcode.json,Q00019,0.25,0.2736817498133011,0.0
llama,paraphraser,newleetcode.json,Q00019,0.25,0.367385854038511,0.0
llama,paraphraser,newleetcode.json,Q00019,0.25,0.27515859688716265,0.0
llama,paraphraser,newleetcode.json,Q00019,0.25,0.27515859688716265,0.0
llama,paraphraser,newleetcode.json,Q00019,0.25,0.43393710951058645,0.0
llama,paraphraser,newleetcode.json,Q00019,0.6,0.16904398274408677,0.9735926389694214
llama,paraphraser,newleetcode.json,Q00019,0.6,0.2773741756334607,0.977632999420166
llama,paraphraser,newleetcode.json,Q00019,0.6,0.22937419516732271,0.9791176915168762
llama,paraphraser,newleetcode.json,Q00019,0.6,0.29777310968563986,0.9796455502510071
llama,paraphraser,newleetcode.json,Q00019,0.6,0.28119173363949357,0.9792631268501282
llama,paraphraser,newleetcode.json,Q00019,0.9,0.25556899885952294,0.0
llama,paraphraser,newleetcode.json,Q00019,0.9,0.25556899885952294,0.0
llama,paraphraser,newleetcode.json,Q00019,0.9,0.25556899885952294,0.0
llama,paraphraser,newleetcode.json,Q00019,0.9,0.25556899885952294,0.0
llama,paraphraser,newleetcode.json,Q00019,0.9,0.30876980351321337,0.0
