model,method,dataset,task,augmentation_rate,tsed_score,bert_score
claude,paraphraser,newleetcode.json,Q00004,0.0,0.5876244784872394,0.9893808364868164
claude,paraphraser,newleetcode.json,Q00004,0.0,0.5791780821917811,0.9901464581489563
claude,paraphraser,newleetcode.json,Q00004,0.0,0.5611746980970265,0.9902327656745911
claude,paraphraser,newleetcode.json,Q00004,0.0,0.5518778378088165,0.9895544052124023
claude,paraphraser,newleetcode.json,Q00004,0.0,0.5822129395206855,0.9899560809135437
claude,paraphraser,newleetcode.json,Q00004,0.25,,
claude,paraphraser,newleetcode.json,Q00004,0.25,,
claude,paraphraser,newleetcode.json,Q00004,0.25,,
claude,paraphraser,newleetcode.json,Q00004,0.25,,
claude,paraphraser,newleetcode.json,Q00004,0.25,,
claude,paraphraser,newleetcode.json,Q00004,0.9,0.38297832454371655,0.9851285219192505
claude,paraphraser,newleetcode.json,Q00004,0.9,0.40123378995433806,0.9859060049057007
claude,paraphraser,newleetcode.json,Q00004,0.9,0.2826290073876175,0.9821890592575073
claude,paraphraser,newleetcode.json,Q00004,0.9,0.40468444214138355,0.9874045252799988
claude,paraphraser,newleetcode.json,Q00004,0.9,0.41000000000000025,0.9860512018203735
