method,augmentation_rate,code_similarity
KeyboardAug,0.65,0.7938461538461539
KeyboardAug,0.65,0.4548523206751054
KeyboardAug,0.65,0.4726057906458806
KeyboardAug,0.65,0.1589743589743587
KeyboardAug,0.7,0.1825641025641027
KeyboardAug,0.7,0.2841423948220065
KeyboardAug,0.7,0.6174358974358974
KeyboardAug,0.7,0.16923076923076907
KeyboardAug,0.7,0.7197969543147209
KeyboardAug,0.7,0.14871794871794872
KeyboardAug,0.7,0.18666666666666684
KeyboardAug,0.7,0.3225806451612906
KeyboardAug,0.7,0.30080971659918976
KeyboardAug,0.7,0.28097560975609714
KeyboardAug,0.75,0.5906158357771265
KeyboardAug,0.75,0.32916073968705073
KeyboardAug,0.75,0.5974025974025978
KeyboardAug,0.75,0.6309859154929578
KeyboardAug,0.75,0.7876923076923077
KeyboardAug,0.75,0.4902050113895212
KeyboardAug,0.75,0.3449838187702252
KeyboardAug,0.75,0.3212795549374092
KeyboardAug,0.75,0.16205128205128172
KeyboardAug,0.75,0.16205128205128172
KeyboardAug,0.8,0.478233438485805
KeyboardAug,0.8,0.43684210526315675
KeyboardAug,0.8,0.30178010471204203
KeyboardAug,0.8,0.6875576036866359
KeyboardAug,0.8,0.23179487179487201
KeyboardAug,0.8,0.3155555555555533
KeyboardAug,0.8,0.9446153846153845
KeyboardAug,0.8,0.16307692307692226
KeyboardAug,0.8,0.30832116788320907
KeyboardAug,0.8,0.49115646258503354
KeyboardAug,0.85,0.4453744493392079
KeyboardAug,0.85,1.0
KeyboardAug,0.85,0.27282051282051306
KeyboardAug,0.85,0.2964102564102565
KeyboardAug,0.85,0.33108910891089005
KeyboardAug,0.85,0.5150234741784043
KeyboardAug,0.85,0.35221843003412745
KeyboardAug,0.85,0.8153846153846154
KeyboardAug,0.85,0.3796610169491524
KeyboardAug,0.85,0.30076726342710886
KeyboardAug,0.9,0.31873015873015575
KeyboardAug,0.9,0.2886597938144327
KeyboardAug,0.9,0.26558704453440946
KeyboardAug,0.9,0.3104551045510413
KeyboardAug,0.9,0.4596491228070155
KeyboardAug,0.9,0.5395209580838329
KeyboardAug,0.9,0.3423809523809523
KeyboardAug,0.9,0.4438834951456318
KeyboardAug,0.9,0.43837471783295606
KeyboardAug,0.9,0.4450000000000001
KeyboardAug,0.95,0.42173913043477984
KeyboardAug,0.95,0.5470270270270278
KeyboardAug,0.95,0.5220858895705527
KeyboardAug,0.95,0.6717948717948717
KeyboardAug,0.95,0.4378787878787859
KeyboardAug,0.95,0.3505821474773571
KeyboardAug,0.95,0.8803921568627451
KeyboardAug,0.95,0.4834042553191477
KeyboardAug,0.95,0.277258566978192
KeyboardAug,0.95,0.3005545286506493
KeyboardAug,1.0,0.7682051282051283
KeyboardAug,1.0,0.5897435897435898
KeyboardAug,1.0,0.2813842482100227
KeyboardAug,1.0,0.34564102564102583
KeyboardAug,1.0,0.6897810218978103
KeyboardAug,1.0,0.14564102564102538
KeyboardAug,1.0,0.2071794871794872
KeyboardAug,1.0,0.5406649616368294
KeyboardAug,1.0,0.2650994575045165
KeyboardAug,1.0,0.6500000000000002
