model,method,dataset,task,augmentation_rate,tsed_score,bert_score
llama,synonym,newleetcode.json,Q00011,0.0,0.8004395604395604,0.993111252784729
llama,synonym,newleetcode.json,Q00011,0.0,0.7486045762691168,0.9903504252433777
llama,synonym,newleetcode.json,Q00011,0.0,0.8462645633408685,0.9943445920944214
llama,synonym,newleetcode.json,Q00011,0.0,0.8139964642019922,0.9934659004211426
llama,synonym,newleetcode.json,Q00011,0.0,0.7350277957336782,0.9923517107963562
llama,synonym,newleetcode.json,Q00011,0.05,,
llama,synonym,newleetcode.json,Q00011,0.05,,
llama,synonym,newleetcode.json,Q00011,0.05,,
llama,synonym,newleetcode.json,Q00011,0.05,,
llama,synonym,newleetcode.json,Q00011,0.05,,
llama,synonym,newleetcode.json,Q00011,0.1,0.8195652173913043,0.9905121922492981
llama,synonym,newleetcode.json,Q00011,0.1,0.7486045762691168,0.9878738522529602
llama,synonym,newleetcode.json,Q00011,0.1,0.8462645633408685,0.9922577142715454
llama,synonym,newleetcode.json,Q00011,0.1,0.8462645633408685,0.9922577142715454
llama,synonym,newleetcode.json,Q00011,0.1,0.8462645633408685,0.9922577142715454
llama,synonym,newleetcode.json,Q00011,0.15,,
llama,synonym,newleetcode.json,Q00011,0.15,,
llama,synonym,newleetcode.json,Q00011,0.15,,
llama,synonym,newleetcode.json,Q00011,0.15,,
llama,synonym,newleetcode.json,Q00011,0.15,,
llama,synonym,newleetcode.json,Q00011,0.2,0.7734782608695652,0.9913092851638794
llama,synonym,newleetcode.json,Q00011,0.2,0.8462645633408685,0.9930527806282043
llama,synonym,newleetcode.json,Q00011,0.2,0.8462645633408685,0.9930527806282043
llama,synonym,newleetcode.json,Q00011,0.2,0.7734782608695652,0.9905574917793274
llama,synonym,newleetcode.json,Q00011,0.2,0.8462645633408685,0.9930527806282043
llama,synonym,newleetcode.json,Q00011,0.25,,
llama,synonym,newleetcode.json,Q00011,0.25,,
llama,synonym,newleetcode.json,Q00011,0.25,,
llama,synonym,newleetcode.json,Q00011,0.25,,
llama,synonym,newleetcode.json,Q00011,0.25,,
llama,synonym,newleetcode.json,Q00011,0.3,0.7654166666666666,0.990789532661438
llama,synonym,newleetcode.json,Q00011,0.3,0.7654166666666666,0.991031289100647
llama,synonym,newleetcode.json,Q00011,0.3,0.4140800000000002,0.9819332957267761
llama,synonym,newleetcode.json,Q00011,0.3,0.7654166666666666,0.9909482002258301
llama,synonym,newleetcode.json,Q00011,0.3,0.6294505494505496,0.9874855279922485
llama,synonym,newleetcode.json,Q00011,0.35,,
llama,synonym,newleetcode.json,Q00011,0.35,,
llama,synonym,newleetcode.json,Q00011,0.35,,
llama,synonym,newleetcode.json,Q00011,0.35,,
llama,synonym,newleetcode.json,Q00011,0.35,,
llama,synonym,newleetcode.json,Q00011,0.4,0.5118032786885246,0.9845572710037231
llama,synonym,newleetcode.json,Q00011,0.4,0.4874074074074075,0.9862982034683228
llama,synonym,newleetcode.json,Q00011,0.4,0.8139964642019922,0.9906110763549805
llama,synonym,newleetcode.json,Q00011,0.4,0.5214388489208635,0.986861526966095
llama,synonym,newleetcode.json,Q00011,0.4,0.7503157894736842,0.9899196624755859
llama,synonym,newleetcode.json,Q00011,0.45,,
llama,synonym,newleetcode.json,Q00011,0.45,,
llama,synonym,newleetcode.json,Q00011,0.45,,
llama,synonym,newleetcode.json,Q00011,0.45,,
llama,synonym,newleetcode.json,Q00011,0.45,,
llama,synonym,newleetcode.json,Q00011,0.5,0.6736677440206851,0.9906773567199707
llama,synonym,newleetcode.json,Q00011,0.5,0.5687500000000001,0.9858803749084473
llama,synonym,newleetcode.json,Q00011,0.5,0.4936621518016867,0.9873080253601074
llama,synonym,newleetcode.json,Q00011,0.5,0.4936621518016867,0.9873080253601074
llama,synonym,newleetcode.json,Q00011,0.5,0.6736677440206851,0.9906773567199707
llama,synonym,newleetcode.json,Q00011,0.55,,
llama,synonym,newleetcode.json,Q00011,0.55,,
llama,synonym,newleetcode.json,Q00011,0.55,,
llama,synonym,newleetcode.json,Q00011,0.55,,
llama,synonym,newleetcode.json,Q00011,0.55,,
llama,synonym,newleetcode.json,Q00011,0.6,0.6381933320199324,0.9862044453620911
llama,synonym,newleetcode.json,Q00011,0.6,0.5827450980392157,0.986219048500061
llama,synonym,newleetcode.json,Q00011,0.6,0.36222222222222245,0.9803647994995117
llama,synonym,newleetcode.json,Q00011,0.6,0.6216666666666667,0.9849740862846375
llama,synonym,newleetcode.json,Q00011,0.6,0.6656243756243756,0.9860168695449829
llama,synonym,newleetcode.json,Q00011,0.65,,
llama,synonym,newleetcode.json,Q00011,0.65,,
llama,synonym,newleetcode.json,Q00011,0.65,,
llama,synonym,newleetcode.json,Q00011,0.65,,
llama,synonym,newleetcode.json,Q00011,0.65,,
llama,synonym,newleetcode.json,Q00011,0.7,0.7189379706573187,0.9919341802597046
