model,method,dataset,task,augmentation_rate,tsed_score,bert_score
llama,synonym,newleetcode.json,Q00009,0.0,0.8300000000000001,0.996854305267334
llama,synonym,newleetcode.json,Q00009,0.0,0.8300000000000001,0.996854305267334
llama,synonym,newleetcode.json,Q00009,0.0,0.9093333333333333,0.9976428747177124
llama,synonym,newleetcode.json,Q00009,0.0,0.9093333333333333,0.9976428747177124
llama,synonym,newleetcode.json,Q00009,0.0,0.9093333333333333,0.9975574612617493
llama,synonym,newleetcode.json,Q00009,0.05,,
llama,synonym,newleetcode.json,Q00009,0.05,,
llama,synonym,newleetcode.json,Q00009,0.05,,
llama,synonym,newleetcode.json,Q00009,0.05,,
llama,synonym,newleetcode.json,Q00009,0.05,,
llama,synonym,newleetcode.json,Q00009,0.1,0.8300000000000001,0.9965094327926636
llama,synonym,newleetcode.json,Q00009,0.1,0.8300000000000001,0.996854305267334
llama,synonym,newleetcode.json,Q00009,0.1,0.6854166666666668,0.9914664030075073
llama,synonym,newleetcode.json,Q00009,0.1,0.4629787234042554,0.9887846112251282
llama,synonym,newleetcode.json,Q00009,0.1,0.8514285714285716,0.9941350817680359
llama,synonym,newleetcode.json,Q00009,0.15,,
llama,synonym,newleetcode.json,Q00009,0.15,,
llama,synonym,newleetcode.json,Q00009,0.15,,
llama,synonym,newleetcode.json,Q00009,0.15,,
llama,synonym,newleetcode.json,Q00009,0.15,,
llama,synonym,newleetcode.json,Q00009,0.2,0.9093333333333333,0.996609091758728
llama,synonym,newleetcode.json,Q00009,0.2,0.676172248803828,0.9880019426345825
llama,synonym,newleetcode.json,Q00009,0.2,0.8064583333333335,0.9915685653686523
llama,synonym,newleetcode.json,Q00009,0.2,0.7819289340101524,0.9923286437988281
llama,synonym,newleetcode.json,Q00009,0.2,0.7819289340101524,0.9923286437988281
llama,synonym,newleetcode.json,Q00009,0.25,,
llama,synonym,newleetcode.json,Q00009,0.25,,
llama,synonym,newleetcode.json,Q00009,0.25,,
