model,method,dataset,task,augmentation_rate,tsed_score,bert_score
gemini,keyboard,ourdataset.json,Q00021,0.0,0.7266666666666668,0.9921779632568359
gemini,keyboard,ourdataset.json,Q00021,0.0,0.9250724637681159,0.998044490814209
gemini,keyboard,ourdataset.json,Q00021,0.0,0.9250724637681159,0.998044490814209
gemini,keyboard,ourdataset.json,Q00021,0.0,0.9250724637681159,0.998044490814209
gemini,keyboard,ourdataset.json,Q00021,0.0,0.9250724637681159,0.998044490814209
gemini,keyboard,ourdataset.json,Q00021,0.05,,
gemini,keyboard,ourdataset.json,Q00021,0.05,,
gemini,keyboard,ourdataset.json,Q00021,0.05,,
gemini,keyboard,ourdataset.json,Q00021,0.05,,
gemini,keyboard,ourdataset.json,Q00021,0.05,,
gemini,keyboard,ourdataset.json,Q00021,0.1,0.4490780911062907,0.980019211769104
gemini,keyboard,ourdataset.json,Q00021,0.1,0.4490780911062907,0.980019211769104
gemini,keyboard,ourdataset.json,Q00021,0.1,0.2961080197428399,0.9829561114311218
gemini,keyboard,ourdataset.json,Q00021,0.1,0.4490780911062907,0.980019211769104
gemini,keyboard,ourdataset.json,Q00021,0.1,0.4490780911062907,0.980019211769104
gemini,keyboard,ourdataset.json,Q00021,0.15,,
gemini,keyboard,ourdataset.json,Q00021,0.15,,
gemini,keyboard,ourdataset.json,Q00021,0.15,,
gemini,keyboard,ourdataset.json,Q00021,0.15,,
gemini,keyboard,ourdataset.json,Q00021,0.15,,
gemini,keyboard,ourdataset.json,Q00021,0.2,0.40768558951964906,0.9825401306152344
gemini,keyboard,ourdataset.json,Q00021,0.2,0.39761024182076543,0.987450897693634
gemini,keyboard,ourdataset.json,Q00021,0.2,0.40768558951964906,0.9825401306152344
gemini,keyboard,ourdataset.json,Q00021,0.2,0.40768558951964906,0.9825401306152344
gemini,keyboard,ourdataset.json,Q00021,0.2,0.39761024182076543,0.987450897693634
gemini,keyboard,ourdataset.json,Q00021,0.25,,
gemini,keyboard,ourdataset.json,Q00021,0.25,,
gemini,keyboard,ourdataset.json,Q00021,0.25,,
gemini,keyboard,ourdataset.json,Q00021,0.25,,
gemini,keyboard,ourdataset.json,Q00021,0.25,,
gemini,keyboard,ourdataset.json,Q00021,0.3,0.5584839924670427,0.9777801632881165
gemini,keyboard,ourdataset.json,Q00021,0.3,0.39091304347826006,0.9729841947555542
gemini,keyboard,ourdataset.json,Q00021,0.3,0.5584839924670427,0.9777801632881165
gemini,keyboard,ourdataset.json,Q00021,0.3,0.39091304347826006,0.9729841947555542
gemini,keyboard,ourdataset.json,Q00021,0.3,0.5584839924670427,0.9777801632881165
gemini,keyboard,ourdataset.json,Q00021,0.35,,
gemini,keyboard,ourdataset.json,Q00021,0.35,,
gemini,keyboard,ourdataset.json,Q00021,0.35,,
gemini,keyboard,ourdataset.json,Q00021,0.35,,
gemini,keyboard,ourdataset.json,Q00021,0.35,,
gemini,keyboard,ourdataset.json,Q00021,0.4,0.34466723254424847,0.972556471824646
gemini,keyboard,ourdataset.json,Q00021,0.4,0.19742950108459872,0.9703232049942017
gemini,keyboard,ourdataset.json,Q00021,0.4,0.34466723254424847,0.972556471824646
gemini,keyboard,ourdataset.json,Q00021,0.4,0.19742950108459872,0.9703232049942017
gemini,keyboard,ourdataset.json,Q00021,0.4,0.19742950108459872,0.9703232049942017
gemini,keyboard,ourdataset.json,Q00021,0.45,,
gemini,keyboard,ourdataset.json,Q00021,0.45,,
gemini,keyboard,ourdataset.json,Q00021,0.45,,
