phrase,model,temperature,repetition_penalty,top_p,avg_bleu,avg_rouge1,avg_semantic_similarity,diversity_between_paraphrases,success
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",t5-base,1.0,4.0,0.75,0.2913458116017005,0.6174925335671839,0.8657732248306275,0.7934781463842573,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",t5-base,1.0,4.0,0.85,0.26282976148870285,0.5459036201893344,0.837200915813446,0.8387361511862954,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",t5-base,1.0,4.0,0.95,0.2942250061900059,0.5732100721699972,0.8604439735412598,0.7569193724681715,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.25,1.0,0.75,0.8688335421278269,0.9596451914098972,0.9697255253791809,0.782979813886624,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.25,1.0,0.85,0.8688335421278269,0.9596451914098972,0.9697255253791809,0.782979813886624,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.25,1.0,0.95,0.8856851797834044,0.9650420168067229,0.9715139746665955,0.80916198867071,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.25,2.0,0.75,0.7168876622298214,0.8605920205920207,0.9395058989524842,0.8282614005949996,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.25,2.0,0.85,0.7168876622298214,0.8605920205920207,0.9395058989524842,0.8282614005949996,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.25,2.0,0.95,0.7055501337852863,0.8576319176319178,0.9299611210823059,0.8111365913166608,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.25,3.0,0.75,0.7168876622298214,0.8605920205920207,0.9395058989524842,0.8282614005949996,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.25,3.0,0.85,0.7168876622298214,0.8605920205920207,0.9395058989524842,0.8282614005949996,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.25,3.0,0.95,0.7168876622298214,0.8605920205920207,0.9395058989524842,0.8282614005949996,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.25,4.0,0.75,0.6391003823933861,0.8513256113256114,0.9094710111618042,0.7695945822048809,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.25,4.0,0.85,0.6391003823933861,0.8513256113256114,0.9094710111618042,0.7695945822048809,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.25,4.0,0.95,0.694923011368748,0.866941226941227,0.9298975110054016,0.8207999277673453,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.5,1.0,0.75,0.8856851797834044,0.9650420168067229,0.9715139746665955,0.80916198867071,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.5,1.0,0.85,0.8856851797834044,0.9650420168067229,0.9715139746665955,0.80916198867071,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.5,1.0,0.95,0.9178742269729383,0.9831746031746033,0.9792591094970703,0.8632968024738732,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.5,2.0,0.75,0.7055501337852863,0.8576319176319178,0.9299611210823059,0.8111365913166608,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.5,2.0,0.85,0.7165626616107741,0.8558301158301159,0.9351686835289001,0.8545050711843789,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.5,2.0,0.95,0.6101378537309703,0.7644444444444444,0.8839972615242004,0.589565368097826,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.5,3.0,0.75,0.7168876622298214,0.8605920205920207,0.9395058989524842,0.8282614005949996,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.5,3.0,0.85,0.7168876622298214,0.8605920205920207,0.9395058989524842,0.8282614005949996,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.5,3.0,0.95,0.49480244389057865,0.7301587301587302,0.8549650192260743,0.6104259685605563,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.5,4.0,0.75,0.694923011368748,0.866941226941227,0.9298975110054016,0.8207999277673453,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.5,4.0,0.85,0.694923011368748,0.866941226941227,0.9298975110054016,0.8207999277673453,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.5,4.0,0.95,0.6578615505876129,0.8726726726726726,0.8568628311157227,0.7503271656777201,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.75,1.0,0.75,0.8623578061391374,0.9650420168067226,0.969862425327301,0.8151995663959584,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.75,1.0,0.85,0.9178742269729383,0.9831746031746033,0.9792591094970703,0.8632968024738732,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.75,1.0,0.95,0.9178742269729383,0.9831746031746033,0.9792591094970703,0.8632968024738732,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.75,2.0,0.75,0.6101378537309703,0.7644444444444444,0.8839972615242004,0.589565368097826,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.75,2.0,0.85,0.6101378537309703,0.7644444444444444,0.8839972615242004,0.589565368097826,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.75,2.0,0.95,0.6946951665843455,0.7755555555555554,0.90196213722229,0.8723027654942671,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.75,3.0,0.75,0.49480244389057865,0.7301587301587302,0.8549650192260743,0.6104259685605563,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.75,3.0,0.85,0.49480244389057865,0.7301587301587302,0.8549650192260743,0.6104259685605563,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.75,3.0,0.95,0.49458145602334636,0.7260317460317461,0.8556529402732849,0.6290749789430756,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.75,4.0,0.75,0.6578615505876129,0.8726726726726726,0.8568628311157227,0.7503271656777201,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.75,4.0,0.85,0.6578615505876129,0.8726726726726726,0.8568628311157227,0.7503271656777201,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,0.75,4.0,0.95,0.6578615505876129,0.8726726726726726,0.8568628311157227,0.7503271656777201,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,1.0,1.0,0.75,0.9178742269729383,0.9831746031746033,0.9792591094970703,0.8632968024738732,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,1.0,1.0,0.85,0.9021963741048158,0.9596451914098975,0.9756852865219117,0.8485377009775401,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,1.0,1.0,0.95,0.9021963741048158,0.9596451914098975,0.9756852865219117,0.8485377009775401,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,1.0,2.0,0.75,0.5219310859078188,0.741904761904762,0.8721151232719422,0.6934941149634912,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,1.0,2.0,0.85,0.6975396056711689,0.8047619047619048,0.9280925273895264,0.8513395911294788,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,1.0,2.0,0.95,0.5219310859078188,0.741904761904762,0.8721151232719422,0.6934941149634912,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,1.0,3.0,0.75,0.5583226846765219,0.7712678091625459,0.8535441875457763,0.868773764232213,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,1.0,3.0,0.85,0.6496219561286539,0.8786786786786787,0.8522930264472961,0.7919244251131747,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,1.0,3.0,0.95,0.7143503158231707,0.8402145002145002,0.9335313677787781,0.8414571312906596,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,1.0,4.0,0.75,0.5826633251472606,0.8167395967395968,0.8746074676513672,0.8073514259700106,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,1.0,4.0,0.85,0.47528191255637886,0.7624624624624625,0.8517396211624145,0.5504754291311762,True
"Write Python code for addition, subtraction, division, multiplication, and other similar operations, all a part of one class",tuner007/pegasus_paraphrase,1.0,4.0,0.95,0.5709402846977225,0.7801801801801802,0.8664580225944519,0.8254715989537098,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.25,1.0,0.75,0.6329246316021977,0.9232962995363485,0.8929255723953247,0.9112178798108739,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.25,1.0,0.85,0.6329246316021977,0.9232962995363485,0.8929255723953247,0.9112178798108739,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.25,1.0,0.95,0.6329246316021977,0.9232962995363485,0.8929255723953247,0.9112178798108739,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.25,2.0,0.75,0.6777230291418703,0.9537888198757762,0.8879511713981628,0.9211149494786296,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.25,2.0,0.85,0.6777230291418703,0.9537888198757762,0.8879511713981628,0.9211149494786296,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.25,2.0,0.95,0.6777230291418703,0.9537888198757762,0.8879511713981628,0.9211149494786296,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.25,3.0,0.75,0.7683328478807283,0.9677749360613811,0.9329686045646668,0.9080612093935156,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.25,3.0,0.85,0.7683328478807283,0.9677749360613811,0.9329686045646668,0.9080612093935156,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.25,3.0,0.95,0.7721893597017682,0.9705882352941175,0.9391578555107116,0.9120862865438664,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.25,4.0,0.75,0.7420014076015743,0.9789235639981909,0.9298130512237549,0.8865213525946543,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.25,4.0,0.85,0.7420014076015743,0.9789235639981909,0.9298130512237549,0.8865213525946543,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.25,4.0,0.95,0.7380752498703861,0.9789235639981909,0.9342429399490356,0.8962791947146295,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.5,1.0,0.75,0.6329246316021977,0.9232962995363485,0.8929255723953247,0.9112178798108739,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.5,1.0,0.85,0.6329246316021977,0.9232962995363485,0.8929255723953247,0.9112178798108739,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.5,1.0,0.95,0.7264697426961608,0.9588235294117646,0.9165253639221191,0.9591030886692904,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.5,2.0,0.75,0.6777230291418703,0.9537888198757762,0.8879511713981628,0.9211149494786296,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.5,2.0,0.85,0.7413649706797125,0.9453416149068323,0.9166740536689758,0.8847859107277053,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.5,2.0,0.95,0.7264697426961607,0.9588235294117646,0.915270721912384,0.9591030886692904,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.5,3.0,0.75,0.7721893597017682,0.9705882352941175,0.9391578555107116,0.9120862865438664,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.5,3.0,0.85,0.7721893597017682,0.9705882352941175,0.9391578555107116,0.9120862865438664,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.5,3.0,0.95,0.82235064470086,0.973134328358209,0.9423343658447265,0.9175893079228319,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.5,4.0,0.75,0.7380752498703861,0.9789235639981909,0.9342429399490356,0.8962791947146295,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.5,4.0,0.85,0.7380752498703861,0.9789235639981909,0.9342429399490356,0.8962791947146295,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.5,4.0,0.95,0.7679440145936729,0.9696969696969697,0.9342599153518677,0.9195345831707895,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.75,1.0,0.75,0.6659373368256946,0.9200746508033708,0.9146401882171631,0.9128585605711722,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.75,1.0,0.85,0.7264697426961608,0.9588235294117646,0.9165253639221191,0.9591030886692904,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.75,1.0,0.95,0.7264697426961608,0.9588235294117646,0.9165253639221191,0.9591030886692904,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.75,2.0,0.75,0.7488543305771215,0.9481549141395688,0.9212137222290039,0.8498736033699549,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.75,2.0,0.85,0.7264697426961607,0.9588235294117646,0.915270721912384,0.9591030886692904,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.75,2.0,0.95,0.7264697426961607,0.9588235294117646,0.915270721912384,0.9591030886692904,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.75,3.0,0.75,0.7721893597017682,0.9705882352941175,0.9391578555107116,0.9120862865438664,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.75,3.0,0.85,0.8376354280817644,0.9791044776119403,0.949937641620636,0.9567283176690454,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.75,3.0,0.95,0.82235064470086,0.973134328358209,0.9423343658447265,0.9175893079228319,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.75,4.0,0.75,0.7380752498703861,0.9789235639981909,0.9342429399490356,0.8962791947146295,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.75,4.0,0.85,0.7679440145936729,0.9696969696969697,0.9342599153518677,0.9195345831707895,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,0.75,4.0,0.95,0.7214700923005107,0.9789235639981909,0.91164710521698,0.8666159763498433,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,1.0,1.0,0.75,0.7264697426961608,0.9588235294117646,0.9165253639221191,0.9591030886692904,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,1.0,1.0,0.85,0.7264697426961608,0.9588235294117646,0.9165253639221191,0.9591030886692904,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,1.0,1.0,0.95,0.7264697426961608,0.9588235294117646,0.9165253639221191,0.9591030886692904,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,1.0,2.0,0.75,0.6428430178103641,0.9284472049689441,0.8969359874725342,0.9407556946147911,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,1.0,2.0,0.85,0.7264697426961607,0.9588235294117646,0.915270721912384,0.9591030886692904,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,1.0,2.0,0.95,0.7264697426961607,0.9588235294117646,0.915270721912384,0.9591030886692904,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,1.0,3.0,0.75,0.8376354280817644,0.9791044776119403,0.949937641620636,0.9567283176690454,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,1.0,3.0,0.85,0.8376354280817644,0.9791044776119403,0.949937641620636,0.9567283176690454,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,1.0,3.0,0.95,0.7721893597017682,0.9705882352941175,0.9391578555107116,0.9120862865438664,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,1.0,4.0,0.75,0.7679440145936729,0.9696969696969697,0.9342196941375732,0.9344751974139521,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,1.0,4.0,0.85,0.7214700923005107,0.9789235639981909,0.91164710521698,0.8666159763498433,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Vamsi/T5_Paraphrase_Paws,1.0,4.0,0.95,0.705423075934667,0.9819990954319312,0.9098043441772461,0.9151141528680039,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.25,1.0,0.75,0.9472470908527123,0.9815384615384616,0.9915151596069336,0.9134251932829471,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.25,1.0,0.85,0.9472470908527123,0.9815384615384616,0.9915151596069336,0.9134251932829471,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.25,1.0,0.95,0.9472470908527123,0.9815384615384616,0.9915151596069336,0.9134251932829471,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.25,2.0,0.75,0.9472470908527123,0.9815384615384616,0.9915151596069336,0.9134251932829471,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.25,2.0,0.85,0.9472470908527123,0.9815384615384616,0.9915151596069336,0.9134251932829471,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.25,2.0,0.95,0.9472470908527123,0.9815384615384616,0.9915151596069336,0.9134251932829471,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.25,3.0,0.75,0.966615929947449,0.9907692307692308,0.9938008785247803,0.9328750090451674,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.25,3.0,0.85,0.9472470908527123,0.9815384615384616,0.9915151596069336,0.9134251932829471,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.25,3.0,0.95,0.9472470908527123,0.9815384615384616,0.9915151596069336,0.9134251932829471,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.25,4.0,0.75,0.966615929947449,0.9907692307692308,0.9938008785247803,0.9328750090451674,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.25,4.0,0.85,0.966615929947449,0.9907692307692308,0.9938008785247803,0.9328750090451674,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.25,4.0,0.95,0.9472470908527123,0.9815384615384616,0.9915151596069336,0.9134251932829471,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.5,1.0,0.75,0.9472470908527123,0.9815384615384616,0.9915151596069336,0.9134251932829471,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.5,1.0,0.85,0.9472470908527123,0.9815384615384616,0.9915151596069336,0.9134251932829471,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.5,1.0,0.95,0.9472470908527123,0.9815384615384616,0.9915151596069336,0.9134251932829471,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.5,2.0,0.75,0.9472470908527123,0.9815384615384616,0.9915151596069336,0.9134251932829471,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.5,2.0,0.85,0.9472470908527123,0.9815384615384616,0.9915151596069336,0.9134251932829471,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.5,2.0,0.95,0.9472470908527123,0.9815384615384616,0.9915151596069336,0.9134251932829471,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.5,3.0,0.75,0.9472470908527123,0.9815384615384616,0.9915151596069336,0.9134251932829471,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.5,3.0,0.85,0.9472470908527123,0.9815384615384616,0.9915151596069336,0.9134251932829471,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.5,3.0,0.95,0.9472470908527123,0.9815384615384616,0.9915151596069336,0.9134251932829471,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.5,4.0,0.75,0.966615929947449,0.9907692307692308,0.9938008785247803,0.9328750090451674,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.5,4.0,0.85,0.9472470908527123,0.9815384615384616,0.9915151596069336,0.9134251932829471,True
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.5,4.0,0.95,0.9472470908527123,0.9815384615384616,0.9915151596069336,0.9134251932829471,True
