model,method,dataset,task,augmentation_rate,tsed_score,bert_score
openai,keyboard,newleetcode.json,Q00001,0.0,0.930958904109589,0.9971244931221008
openai,keyboard,newleetcode.json,Q00001,0.0,0.930958904109589,0.9971245527267456
openai,keyboard,newleetcode.json,Q00001,0.0,0.9473972602739726,0.9980829954147339
openai,keyboard,newleetcode.json,Q00001,0.0,0.9473972602739726,0.9980829954147339
openai,keyboard,newleetcode.json,Q00001,0.0,0.9473972602739726,0.9980829954147339
openai,keyboard,newleetcode.json,Q00001,0.05,,
openai,keyboard,newleetcode.json,Q00001,0.05,,
openai,keyboard,newleetcode.json,Q00001,0.05,,
openai,keyboard,newleetcode.json,Q00001,0.05,,
openai,keyboard,newleetcode.json,Q00001,0.05,,
openai,keyboard,newleetcode.json,Q00001,0.1,0.8855905738097519,0.9946592450141907
openai,keyboard,newleetcode.json,Q00001,0.1,0.8855905738097519,0.9946592450141907
openai,keyboard,newleetcode.json,Q00001,0.1,0.8855905738097519,0.9946592450141907
openai,keyboard,newleetcode.json,Q00001,0.1,0.8855905738097519,0.9946592450141907
openai,keyboard,newleetcode.json,Q00001,0.1,0.8855905738097519,0.9946592450141907
openai,keyboard,newleetcode.json,Q00001,0.15,,
openai,keyboard,newleetcode.json,Q00001,0.15,,
openai,keyboard,newleetcode.json,Q00001,0.15,,
openai,keyboard,newleetcode.json,Q00001,0.15,,
openai,keyboard,newleetcode.json,Q00001,0.15,,
openai,keyboard,newleetcode.json,Q00001,0.2,0.4089020650173788,0.9884220957756042
openai,keyboard,newleetcode.json,Q00001,0.2,0.4089020650173788,0.9884220957756042
openai,keyboard,newleetcode.json,Q00001,0.2,0.4089020650173788,0.9884220957756042
openai,keyboard,newleetcode.json,Q00001,0.2,0.4089020650173788,0.9884220957756042
openai,keyboard,newleetcode.json,Q00001,0.2,0.4089020650173788,0.9884220957756042
openai,keyboard,newleetcode.json,Q00001,0.25,,
openai,keyboard,newleetcode.json,Q00001,0.25,,
openai,keyboard,newleetcode.json,Q00001,0.25,,
openai,keyboard,newleetcode.json,Q00001,0.25,,
openai,keyboard,newleetcode.json,Q00001,0.25,,
openai,keyboard,newleetcode.json,Q00001,0.3,0.3753015743201799,0.9849618077278137
openai,keyboard,newleetcode.json,Q00001,0.3,0.7708116949499081,0.9905139803886414
openai,keyboard,newleetcode.json,Q00001,0.3,0.3753015743201799,0.9849618077278137
openai,keyboard,newleetcode.json,Q00001,0.3,0.7823594356982213,0.9904519319534302
openai,keyboard,newleetcode.json,Q00001,0.3,0.37818850950725824,0.984106183052063
openai,keyboard,newleetcode.json,Q00001,0.35,,
openai,keyboard,newleetcode.json,Q00001,0.35,,
openai,keyboard,newleetcode.json,Q00001,0.35,,
openai,keyboard,newleetcode.json,Q00001,0.35,,
openai,keyboard,newleetcode.json,Q00001,0.35,,
openai,keyboard,newleetcode.json,Q00001,0.4,0.20673481905540805,0.9803394079208374
openai,keyboard,newleetcode.json,Q00001,0.4,0.2226006951543653,0.9805383682250977
openai,keyboard,newleetcode.json,Q00001,0.4,0.18750357800040915,0.9831845164299011
openai,keyboard,newleetcode.json,Q00001,0.4,0.20314046207319572,0.9805785417556763
openai,keyboard,newleetcode.json,Q00001,0.4,0.18750357800040915,0.9831845164299011
openai,keyboard,newleetcode.json,Q00001,0.45,,
openai,keyboard,newleetcode.json,Q00001,0.45,,
openai,keyboard,newleetcode.json,Q00001,0.45,,
openai,keyboard,newleetcode.json,Q00001,0.45,,
openai,keyboard,newleetcode.json,Q00001,0.45,,
openai,keyboard,newleetcode.json,Q00001,0.5,0.1828231089934488,0.9818914532661438
openai,keyboard,newleetcode.json,Q00001,0.5,0.1828231089934488,0.9811499714851379
openai,keyboard,newleetcode.json,Q00001,0.5,0.1828231089934488,0.9811499714851379
openai,keyboard,newleetcode.json,Q00001,0.5,0.1828231089934488,0.9811499714851379
openai,keyboard,newleetcode.json,Q00001,0.5,0.1828231089934488,0.9811499714851379
openai,keyboard,newleetcode.json,Q00001,0.55,,
openai,keyboard,newleetcode.json,Q00001,0.55,,
openai,keyboard,newleetcode.json,Q00001,0.55,,
openai,keyboard,newleetcode.json,Q00001,0.55,,
openai,keyboard,newleetcode.json,Q00001,0.55,,
openai,keyboard,newleetcode.json,Q00001,0.6,0.28382743815170725,0.9772515296936035
openai,keyboard,newleetcode.json,Q00001,0.6,0.3194888570844408,0.9749455451965332
openai,keyboard,newleetcode.json,Q00001,0.6,0.3194888570844408,0.9749455451965332
openai,keyboard,newleetcode.json,Q00001,0.6,0.2963933755878145,0.9758889079093933
openai,keyboard,newleetcode.json,Q00001,0.6,0.3194888570844408,0.9749455451965332
